rank,persecution,persecution_sem,wsr,wsr_sem,rigidity,rigidity_sem
1,-1.0823238428870041,0.06641908959838817,0.008476392063562488,0.10308517261722415,-0.11707430464233501,0.11268634207385661
2,-0.7470481646717255,0.040549274133674235,0.02617719422309381,0.11998677863855514,-0.17230035829819418,0.11138595250104091
3,-0.480058994938098,0.03858028810093135,0.10183299347391173,0.11541987453427222,-0.14516388429796687,0.11824514017021491
4,-0.2852079924137811,0.041880977041047394,-0.010388940999603068,0.11541017316477582,-0.054262871312772736,0.11964247142351352
5,-0.018548995139503113,0.05025695856876292,-0.04307212665375809,0.12365240427702026,-0.0045265336222859495,0.1141294815268158
6,0.27630349672400856,0.05575449812761326,0.05454777116650416,0.11579673169965324,0.1404638750282157,0.10161287599939176
7,0.6423632967576007,0.06807462463621147,-0.12372744622828047,0.10089714074059167,0.21972700467582992,0.10659140117374905
8,1.6945211965685025,0.06544980260698456,-0.013845837045430558,0.12263224387922587,0.13313707246950923,0.11864999558179869
