Marker,Level,b,SE,CI low,CI high,z,P,Person-weeks,Participants
Omicron concern,Between people,0.7479364686053012,0.6706090745368904,-0.566457317487004,2.0623302546976063,1.1153091972723626,0.264717945493368,708,131
Omicron concern,Within person,0.14944368796689453,0.3562588625685797,-0.5488236826675217,0.8477110586013108,0.41948061836111283,0.6748649165170608,708,131
