omega,level,participant_id,week,n_weeks,x,y
omega3,Between people,P059,,8.0,-0.22982300288577115,-0.5727219364708377
omega3,Between people,P060,,8.0,-0.5684686237477286,-2.3274260652262875
omega3,Between people,P061,,1.0,0.37997826060173395,-0.8837626498957591
omega3,Between people,P062,,8.0,0.767541601114977,-0.17941087759680305
omega3,Between people,P063,,8.0,-0.19948303753663016,1.5526025489778212
omega3,Between people,P064,,5.0,-0.6113062476446828,-0.26767305760762505
omega3,Between people,P065,,8.0,0.5254827235559086,0.1773715293257609
omega3,Between people,P066,,8.0,0.7284342532722103,0.5300848132198493
omega3,Between people,P067,,2.0,0.8091917790319929,-0.5589073077894845
omega3,Between people,P068,,8.0,0.728107831451598,0.4294007460293583
omega3,Between people,P069,,7.0,-1.704192231739963,1.118356448348721
omega3,Between people,P070,,8.0,-0.23738572864565616,-1.759021885565152
omega3,Between people,P071,,8.0,1.0344490210466846,0.4452009732611281
omega3,Between people,P072,,8.0,-0.005438424794246777,-0.4364875730072514
omega3,Between people,P073,,8.0,0.856486338819758,-0.11446475946728266
omega3,Between people,P074,,8.0,-0.43161258557643606,-0.275858989575545
omega3,Between people,P075,,2.0,0.09501914518028126,-0.9056128072023436
omega3,Between people,P076,,8.0,-0.3180673276201694,-0.23666716153408687
omega3,Between people,P077,,8.0,-0.027537937092764288,0.08537131700835356
omega3,Between people,P078,,4.0,0.6408653618262555,0.3056530212378469
omega3,Between people,P079,,8.0,-0.7267820077656358,-0.04503511115887661
omega3,Between people,P080,,8.0,-0.2350397583878544,0.6566002775666209
omega3,Between people,P081,,8.0,-0.18363190954593434,-0.2114563431573928
omega3,Between people,P082,,8.0,0.016025301503763453,-0.19083425808450383
omega3,Between people,P083,,1.0,-0.4512042224942809,-1.26969072968514
omega3,Between people,P084,,3.0,-0.5898702861062898,-0.7928929256069646
omega3,Between people,P085,,8.0,0.18143929611919937,-0.34402647244820694
omega3,Between people,P086,,8.0,0.6517613521553424,0.18718508070016304
omega3,Between people,P087,,8.0,-0.6314564605246719,0.03679968298382682
omega3,Between people,P088,,8.0,0.8986593828672006,0.06543033077158006
omega3,Between people,P089,,8.0,0.7096670349181324,0.283145609354201
omega3,Between people,P090,,6.0,-0.4697970244647444,0.4160804753914844
omega3,Between people,P091,,8.0,-0.9275240728797626,0.865613827208998
omega3,Between people,P092,,8.0,0.6905721995676126,1.1303158252926224
omega3,Between people,P093,,8.0,0.48168640808252405,0.16975634957752056
omega3,Between people,P094,,8.0,-0.16343388110711307,-0.4130383886999375
omega3,Between people,P095,,8.0,0.6221603399976487,0.5623885249410295
omega3,Between people,P096,,4.0,-0.020396144590124704,0.13736401231783557
omega3,Between people,P097,,8.0,-0.3356834301701397,-0.41577876452732176
omega3,Between people,P098,,8.0,-0.10966592907697739,-0.023856341295157485
omega3,Between people,P099,,8.0,0.43023626995168257,0.24897359107300027
omega3,Between people,P100,,8.0,-0.5380836996934837,0.3032453635915925
omega3,Between people,P101,,8.0,-0.0035929592155153345,0.2650354540354783
omega3,Between people,P102,,2.0,0.6904148520232164,-0.10454837731643135
omega3,Between people,P103,,8.0,0.42971728790499775,-0.006517397879705233
omega3,Between people,P104,,8.0,-1.1669780014890918,0.8771557900496061
omega3,Between people,P105,,8.0,-0.6651018026900535,-2.3031075966550643
omega3,Between people,P106,,8.0,0.19977015739430176,0.16449166094189402
omega3,Between people,P107,,8.0,-0.18652199556456722,1.1176595130681464
omega3,Between people,P108,,8.0,0.24385372597779623,1.0017253572332026
omega3,Between people,P109,,8.0,0.9770017539793004,0.4379387100067781
omega3,Between people,P110,,8.0,0.15096084805083457,-0.034151915921197956
omega3,Between people,P111,,8.0,-0.2816657686372237,-0.05074446376562336
omega3,Between people,P112,,3.0,-0.14761725485177105,0.6500938566058361
omega3,Between people,P113,,2.0,1.4857049454439464,0.12262670521457991
omega3,Between people,P114,,1.0,-0.28049646704910364,0.3041979634430492
omega3,Between people,P115,,8.0,0.877386450654369,0.19012374354635206
omega3,Between people,P116,,3.0,-0.6202995366785826,-0.13916275397724917
omega3,Between people,P117,,8.0,-0.6897374956889394,-1.4103053502519378
omega3,Between people,P118,,8.0,-0.5434173810123187,-0.20771744292744102
omega3,Between people,P119,,8.0,-0.7706396469153178,-1.6956671833501302
omega3,Between people,P120,,8.0,0.32138292747286223,0.4923979440424313
omega3,Between people,P121,,8.0,1.001803746931511,0.039027960537236256
omega3,Between people,P122,,1.0,-0.28283250302189117,0.21133481875734267
omega3,Between people,P123,,8.0,0.15236984451276087,0.728144912597553
omega3,Between people,P124,,8.0,-0.11688973612339443,-0.9757781106675683
omega3,Between people,P125,,8.0,0.10230641888400091,0.396054072990217
omega3,Between people,P126,,8.0,-1.0836310532894384,1.284116731906714
omega3,Between people,P127,,8.0,1.124300497229445,0.19304439386691208
omega3,Between people,P128,,8.0,0.2229541480264218,-0.1648755516169768
omega3,Between people,P129,,8.0,-0.3240376635100132,0.8829494077309952
omega3,Between people,P130,,8.0,-0.505083690989943,-0.32573308527625955
omega3,Between people,P131,,8.0,0.5243710167018365,0.10321749459865327
omega3,Between people,P132,,2.0,-0.5421567576586209,-0.49001719649917325
omega3,Between people,P133,,8.0,-0.5755011486233722,0.09025260774783363
omega3,Between people,P134,,8.0,0.5283524603669777,-0.08751356660776945
omega3,Between people,P135,,8.0,0.5574552860937061,0.42794095360154727
omega3,Between people,P136,,4.0,0.2587283537967936,-0.5477548334020065
omega3,Between people,P137,,5.0,0.23853094395892271,0.4422316077392467
omega3,Between people,P138,,8.0,-0.2018188099748903,0.7109918341540421
omega3,Between people,P139,,8.0,0.7373494163571689,1.0760693763362605
omega3,Between people,P140,,8.0,-0.041000371964598284,-0.3702048629142732
omega3,Between people,P141,,8.0,-0.3519027919606903,0.06325650610752964
omega3,Between people,P142,,8.0,-0.5894753903667107,-0.4606292914900256
omega3,Between people,P143,,8.0,0.8347547207212807,0.3633455866461546
omega3,Between people,P144,,8.0,0.1402144467652905,-0.8708125111890257
omega3,Between people,P145,,8.0,0.46421219153951476,-0.2396690693325025
omega3,Between people,P146,,6.0,-0.477280618819363,-0.12887826826884544
omega3,Between people,P147,,1.0,-1.6980934484740775,-2.825479289024734
omega3,Between people,P148,,8.0,-0.7760365475208019,0.49480800034081307
omega3,Between people,P149,,8.0,1.4500050064924142,-0.09498291999362202
omega3,Between people,P150,,8.0,0.013546895717092652,-0.2303919327534803
omega3,Within person,P001,1.0,,1.044962767924514,-1.1680162584493894
omega3,Within person,P001,2.0,,-0.033949750691797176,0.025478128699323643
omega3,Within person,P001,3.0,,0.5953455696764474,-0.7189362715165769
omega3,Within person,P001,4.0,,1.8804873327326925,0.6191302845075375
omega3,Within person,P001,5.0,,-0.5940836617702071,0.5942459526870207
omega3,Within person,P001,6.0,,-0.8193891814720463,0.31721492233764736
omega3,Within person,P001,7.0,,-1.3798963208287807,0.39708568158532576
omega3,Within person,P001,8.0,,-0.6934767555708223,-0.06620243985088875
omega3,Within person,P002,1.0,,0.9840631023592683,-0.5169204096463198
omega3,Within person,P002,2.0,,0.8611538443024324,0.18075957348238014
omega3,Within person,P002,3.0,,-0.5628272802199479,-0.23873224471014154
omega3,Within person,P002,4.0,,-0.33787535761348964,-0.6343141847338748
omega3,Within person,P002,5.0,,-0.47134152168547483,-0.06936178791110437
omega3,Within person,P002,6.0,,-0.052117661897141954,0.5661595177582939
omega3,Within person,P002,7.0,,-0.04305644537828446,0.17399000050865654
omega3,Within person,P002,8.0,,-0.37799867986736246,0.5384195352521104
omega3,Within person,P003,1.0,,-0.34043102386347035,-0.12815241298206403
omega3,Within person,P003,2.0,,0.3404310238634703,0.12815241298206392
omega3,Within person,P004,1.0,,-0.01553281536360615,0.30008950655849603
omega3,Within person,P004,2.0,,-0.7197785444355631,0.42658396699459683
omega3,Within person,P004,3.0,,0.9245935938265795,-0.7675093307730567
omega3,Within person,P004,4.0,,-0.5607914660133777,0.04920060542365823
omega3,Within person,P004,5.0,,-0.29105852174354124,0.6468799987699083
omega3,Within person,P004,6.0,,-1.2278580254225588,-0.0884865228183499
omega3,Within person,P004,7.0,,2.9753493162264153,-0.24091444553553393
omega3,Within person,P004,8.0,,-1.0849235370743477,-0.32584377861971897
omega3,Within person,P005,1.0,,0.0,0.0
omega3,Within person,P006,1.0,,0.12868994115775198,0.24870371524777118
omega3,Within person,P006,2.0,,0.34783166749022143,-0.815668882031721
omega3,Within person,P006,3.0,,-0.7342215855783953,-0.7629577151087812
omega3,Within person,P006,4.0,,0.12252347029026286,0.5399579084093853
omega3,Within person,P006,5.0,,-0.5535983154963864,0.12578577963037804
omega3,Within person,P006,6.0,,-0.5047371163154322,-0.03646011876112232
omega3,Within person,P006,7.0,,0.739870195411374,0.1708591773072636
omega3,Within person,P006,8.0,,0.45364174304060384,0.5297801353068265
omega3,Within person,P007,1.0,,-0.6930754115021437,-0.6015979269016826
omega3,Within person,P007,2.0,,-0.30355841489933744,-0.5431798790574882
omega3,Within person,P007,3.0,,1.6382414518337407,-0.3756567940552651
omega3,Within person,P007,4.0,,0.6246189058871011,0.36808552949690854
omega3,Within person,P007,5.0,,-1.0448707610959405,0.1445788713205456
omega3,Within person,P007,6.0,,-0.3391179999255741,0.33324010876059895
omega3,Within person,P007,7.0,,-0.5189122344393357,0.20805699954322532
omega3,Within person,P007,8.0,,0.6366744641414893,0.4664730908931576
omega3,Within person,P008,1.0,,-0.89504726585979,-0.6402447141395976
omega3,Within person,P008,3.0,,0.3622193621987406,-0.2561201298967546
omega3,Within person,P008,4.0,,-0.13428655203125,-0.19486217425543245
omega3,Within person,P008,5.0,,1.2112410378247445,0.48381920150413593
omega3,Within person,P008,6.0,,-0.5441265821324449,0.6074078167876488
omega3,Within person,P009,1.0,,0.29346780351715307,-1.0008900437746189
omega3,Within person,P009,2.0,,-0.00976044952646804,0.4643883779365155
omega3,Within person,P009,3.0,,-0.36732959942194976,0.3022240699106465
omega3,Within person,P009,4.0,,-0.6764660157588154,-0.05775854894482646
omega3,Within person,P009,5.0,,-0.13376732461062524,-0.22908863616175548
omega3,Within person,P009,6.0,,-0.1314613369619021,-0.14081302102410714
omega3,Within person,P009,7.0,,0.8114434963065277,0.32912059638456376
omega3,Within person,P009,8.0,,0.2138734264560801,0.33281720567358214
omega3,Within person,P010,1.0,,0.707303483268273,0.28376616659046905
omega3,Within person,P010,2.0,,-0.3340252097656603,-2.005531562454225
omega3,Within person,P010,3.0,,-1.3039545906321042,-0.7169570262748197
omega3,Within person,P010,4.0,,-0.39518604422771453,0.09412224302728708
omega3,Within person,P010,5.0,,0.5528801420737237,0.22232587203167237
omega3,Within person,P010,6.0,,-0.7970155729811127,0.8101285633125883
omega3,Within person,P010,7.0,,0.008030148377675406,0.6366620964058776
omega3,Within person,P010,8.0,,1.5619676438869194,0.6754836473611503
omega3,Within person,P011,1.0,,0.5170877839563723,-0.0035015888126674888
omega3,Within person,P011,2.0,,-0.5142070546019768,-0.8470387518616538
omega3,Within person,P011,3.0,,-0.5361387751167188,-0.7656287348276738
omega3,Within person,P011,4.0,,0.7705455457659715,0.6529100738850291
omega3,Within person,P011,5.0,,-0.5175010441277428,1.032128892073317
omega3,Within person,P011,6.0,,1.4043218164384679,0.3189920759995153
omega3,Within person,P011,7.0,,-0.5673409778982152,0.19199313712740196
omega3,Within person,P011,8.0,,-0.5567672944161572,-0.5798551035832697
omega3,Within person,P012,1.0,,0.0,0.0
omega3,Within person,P013,1.0,,-0.9569268745968904,-1.5441202013540454
omega3,Within person,P013,2.0,,-0.6014815144347849,0.10953075701490234
omega3,Within person,P013,3.0,,0.2934491423250939,-0.23555946795785987
omega3,Within person,P013,4.0,,-0.05703652909417056,-0.10561424272103359
omega3,Within person,P013,5.0,,0.21217002436998064,0.3118941861625556
omega3,Within person,P013,6.0,,-0.8840967376070084,0.677354513608544
omega3,Within person,P013,7.0,,1.1826719537263077,0.7068300073757802
omega3,Within person,P013,8.0,,0.8112505353114718,0.0796844478711568
omega3,Within person,P014,1.0,,0.05680105853779835,-0.0016103890031535784
omega3,Within person,P014,2.0,,1.4204090578956845,-0.5335351903972166
omega3,Within person,P014,3.0,,-0.2917528119336899,-0.012276898643567735
omega3,Within person,P014,4.0,,0.8105927531314574,-0.7972543818593285
omega3,Within person,P014,5.0,,-0.13612639172623764,0.2523832475008656
omega3,Within person,P014,6.0,,-0.9603665874649012,0.6491104207465024
omega3,Within person,P014,7.0,,-0.3032218256852986,0.2688093743317539
omega3,Within person,P014,8.0,,-0.5963352527548127,0.1743738173241447
omega3,Within person,P015,1.0,,0.0,0.0
omega3,Within person,P016,1.0,,0.49941080128581217,0.33394082102766665
omega3,Within person,P016,2.0,,-0.535496791063037,0.3802523380707352
omega3,Within person,P016,3.0,,-0.03836670029704092,-1.2593586149878189
omega3,Within person,P016,4.0,,0.07445269007426547,0.5451654558894166
omega3,Within person,P017,1.0,,-0.12137445621230691,-0.7424427911544578
omega3,Within person,P017,2.0,,0.48127228952537116,0.1918169062355058
omega3,Within person,P017,3.0,,0.1656702603649427,0.05997278776832421
omega3,Within person,P017,4.0,,-1.116548110852669,0.055842672241204705
omega3,Within person,P017,5.0,,0.48127228952537116,0.1918169062355058
omega3,Within person,P017,6.0,,0.10970772764929038,0.24299351867391733
omega3,Within person,P018,1.0,,0.8485240566737773,-0.5844042628535508
omega3,Within person,P018,2.0,,-0.1849797267072824,-0.8460820663159867
omega3,Within person,P018,3.0,,-0.17402952765872612,-0.10321542305593845
omega3,Within person,P018,4.0,,-1.9660074364034197,0.8604095011311104
omega3,Within person,P018,5.0,,-1.8971041622731777,0.255403615001206
omega3,Within person,P018,6.0,,0.592323121975662,0.6910680375948961
omega3,Within person,P018,7.0,,1.2715768313188167,0.029929557868293877
omega3,Within person,P018,8.0,,1.5096968430743503,-0.3031089593700297
omega3,Within person,P019,1.0,,-0.5403692284839958,0.05230717091700232
omega3,Within person,P019,2.0,,0.5403692284839958,-0.05230717091700221
omega3,Within person,P020,1.0,,-1.0522406274396223,0.5270089304518522
omega3,Within person,P020,2.0,,-1.0511841591973186,-1.0097871025558907
omega3,Within person,P020,3.0,,-0.05823574636750983,-0.3632780295560738
omega3,Within person,P020,4.0,,-0.007588385909208295,0.5096504720753616
omega3,Within person,P020,5.0,,1.4890591235199215,-0.10534451121187871
omega3,Within person,P020,6.0,,1.272703640777249,-0.9958153905916447
omega3,Within person,P020,7.0,,-0.611708488374774,-0.14118247326221622
omega3,Within person,P020,8.0,,0.01919464299126289,1.578748104650491
omega3,Within person,P021,1.0,,-1.0074977577700426,0.33545883255571796
omega3,Within person,P021,2.0,,-0.7657621245626712,0.18999978815742913
omega3,Within person,P021,3.0,,1.386920360440498,-0.5287011833520557
omega3,Within person,P021,4.0,,0.5434330987821947,-0.5462835117298727
omega3,Within person,P021,5.0,,-0.6596779008419268,-0.06488083671207012
omega3,Within person,P021,6.0,,0.6008315679075587,0.3622514890745667
omega3,Within person,P021,7.0,,-0.0982472439556108,0.25215542200628605
omega3,Within person,P022,1.0,,0.40736850346896064,0.007238350857463383
omega3,Within person,P022,2.0,,0.4467146590741185,0.35391154423886995
omega3,Within person,P022,3.0,,-0.21820540257786325,-0.18696890086747198
omega3,Within person,P022,4.0,,-0.6358777599652158,-0.17418099422886113
omega3,Within person,P023,1.0,,0.8747870547774127,-0.8371980375162775
omega3,Within person,P023,2.0,,-0.027310191927294003,0.2794219253893918
omega3,Within person,P023,3.0,,-0.7481656728232058,0.3710258071420564
omega3,Within person,P023,4.0,,-0.5406253341266372,0.6959664519232938
omega3,Within person,P023,5.0,,-0.02175267693178573,0.4205511657142699
omega3,Within person,P023,6.0,,-0.43157145692716825,-0.7097062793579787
omega3,Within person,P023,7.0,,-0.07474730947359032,-0.42568804173991437
omega3,Within person,P023,8.0,,0.9693855874322688,0.20562700844515877
omega3,Within person,P024,1.0,,0.25978025050517783,-0.9925628739265041
omega3,Within person,P024,2.0,,-1.6600299491771557,0.18786510349243346
omega3,Within person,P024,3.0,,-0.2036996118515321,0.3142145410255889
omega3,Within person,P024,4.0,,-0.5633397292092545,-0.07707403989654957
omega3,Within person,P024,5.0,,0.6161324660956419,0.3086106201587513
omega3,Within person,P024,6.0,,0.07632247594397507,0.03500110843625731
omega3,Within person,P024,7.0,,1.151431327040249,0.1411089496876634
omega3,Within person,P024,8.0,,0.3234027706528985,0.08283659102235946
omega3,Within person,P025,1.0,,-1.5209929493346617,-0.2093507976618541
omega3,Within person,P025,2.0,,-0.6590970678687823,0.10205286504028097
omega3,Within person,P025,3.0,,-0.7198915135896111,-0.1739528199727952
omega3,Within person,P025,4.0,,0.48764664803847557,-0.14763784228003504
omega3,Within person,P025,5.0,,0.7161281635243868,0.10166508220499432
omega3,Within person,P025,6.0,,0.8898878788926061,0.12761958180122002
omega3,Within person,P025,7.0,,0.5765056579456953,0.16802377803817972
omega3,Within person,P025,8.0,,0.22981318239189152,0.03158015283000927
omega3,Within person,P026,1.0,,-0.9647420490022516,0.1933320404636253
omega3,Within person,P026,2.0,,0.9647420490022516,-0.19333204046362532
omega3,Within person,P027,1.0,,0.6290682974959243,0.724025966270547
omega3,Within person,P027,2.0,,0.7892114858837482,-2.0116564880806385
omega3,Within person,P027,3.0,,-0.6949511059015275,0.20286444319718905
omega3,Within person,P027,4.0,,0.6658297077255751,0.1659548718656797
omega3,Within person,P027,5.0,,-0.6428104203096201,0.13977504575806174
omega3,Within person,P027,6.0,,-1.2100227565936486,0.02424638120865147
omega3,Within person,P027,7.0,,-0.41935071228357046,0.3359941888246074
omega3,Within person,P027,8.0,,0.883025503983119,0.4187955909559019
omega3,Within person,P028,1.0,,-1.84220789085696,0.17667331901777827
omega3,Within person,P028,2.0,,1.4111504221952718,-0.3213959664416056
omega3,Within person,P028,3.0,,0.4919444024191151,0.13711397802784897
omega3,Within person,P028,4.0,,-0.5543305627087016,0.024056699402499993
omega3,Within person,P028,5.0,,0.4934436289512747,-0.01644803000652173
omega3,Within person,P029,1.0,,0.004992952251524629,0.20421499208343663
omega3,Within person,P029,2.0,,0.0014431272733570477,-1.4972998087861833
omega3,Within person,P029,3.0,,-0.0018360079695187714,-0.015823405132462387
omega3,Within person,P029,4.0,,0.0010254730638801224,-0.6234841743070998
omega3,Within person,P029,5.0,,0.0035672757813396405,1.2221980245573438
omega3,Within person,P029,6.0,,-0.002566795076947015,0.049663058721025166
omega3,Within person,P029,7.0,,-0.0017874833871254214,-0.05922040490875924
omega3,Within person,P029,8.0,,-0.004838541936510898,0.7197517177726995
omega3,Within person,P030,1.0,,-0.2974893342226737,0.2157567315795666
omega3,Within person,P030,2.0,,0.7240803418130078,0.07335766534879391
omega3,Within person,P030,3.0,,1.5299288828387134,0.5781704152754754
omega3,Within person,P030,4.0,,-0.2581177550629305,-0.004240968317940463
omega3,Within person,P030,5.0,,-1.159754292069936,0.07711875804096176
omega3,Within person,P030,6.0,,-0.6336014350846311,-0.6951467175340654
omega3,Within person,P030,7.0,,-0.41229296495094486,0.3168954252352243
omega3,Within person,P030,8.0,,0.507246556739395,-0.561911309628016
omega3,Within person,P031,1.0,,0.0,0.0
omega3,Within person,P032,1.0,,-1.1048220738831578,-0.12497290346277126
omega3,Within person,P032,2.0,,-0.13313552148817967,0.0393782688765312
omega3,Within person,P032,4.0,,0.3376080699887345,0.04053497392117858
omega3,Within person,P032,5.0,,0.01729687564529142,-0.08297576733244236
omega3,Within person,P032,6.0,,-0.14508126682254224,-0.039110099528089554
omega3,Within person,P032,7.0,,0.514066958279927,0.08357276376279668
omega3,Within person,P032,8.0,,0.514066958279927,0.08357276376279668
omega3,Within person,P033,1.0,,0.8837530886785567,-1.4036780317554431
omega3,Within person,P033,2.0,,-0.08942147315418691,1.1790961280693772
omega3,Within person,P033,3.0,,-0.07481119249326038,-0.0828638869933111
omega3,Within person,P033,4.0,,0.645294284668096,0.39350916507747224
omega3,Within person,P033,5.0,,-1.3648147076992054,-0.0860633743980953
omega3,Within person,P034,1.0,,1.0435355403563413,0.08304150996625714
omega3,Within person,P034,2.0,,-0.9087013154661728,0.08433164885026256
omega3,Within person,P034,3.0,,0.37671750652543545,0.3530732055901955
omega3,Within person,P034,4.0,,-0.9780024326017679,0.16990905046016525
omega3,Within person,P034,5.0,,-0.8754839302365197,-0.020378141451515397
omega3,Within person,P034,6.0,,0.9739447247701136,-1.0196412573136004
omega3,Within person,P034,7.0,,0.7048969132221596,-0.04043720069849166
omega3,Within person,P034,8.0,,-0.33690700656958994,0.3901011845967264
omega3,Within person,P035,1.0,,0.4152737577156125,0.18409466864224627
omega3,Within person,P035,2.0,,0.1870950556036508,-0.21550302751359063
omega3,Within person,P035,3.0,,0.8878840737513543,0.15752806825267246
omega3,Within person,P035,4.0,,-0.541769150515595,-0.10055886061756457
omega3,Within person,P035,5.0,,0.12809465786272622,0.043000061993582694
omega3,Within person,P035,6.0,,0.11796281861931968,-0.041690849106793285
omega3,Within person,P035,7.0,,0.3985546810572267,-0.04843352697048617
omega3,Within person,P035,8.0,,-1.5930958940942954,0.02156346531993325
omega3,Within person,P036,1.0,,-0.4271520363093671,-0.13665292750418384
omega3,Within person,P036,2.0,,-1.1227437580402182,-0.5737835941047168
omega3,Within person,P036,3.0,,1.076847578694226,-0.192148720875724
omega3,Within person,P036,4.0,,-0.5298220543885023,0.07590035220141683
omega3,Within person,P036,5.0,,0.17257782751053097,0.2893842706461039
omega3,Within person,P036,6.0,,0.9403413601844441,0.5048878015606765
omega3,Within person,P036,7.0,,0.1664207215476855,-0.23577800430841245
omega3,Within person,P036,8.0,,-0.2764696391987989,0.2681908223848399
omega3,Within person,P037,1.0,,-0.12875157638478907,-1.479398258884854
omega3,Within person,P037,2.0,,-0.5154731470498444,0.2098967029826173
omega3,Within person,P037,3.0,,0.5215155902967099,0.07750046614081203
omega3,Within person,P037,4.0,,-0.7763102103096907,0.08233775062816945
omega3,Within person,P037,5.0,,0.12016129971092138,0.01822359095562233
omega3,Within person,P037,6.0,,0.22065650599734776,0.5381807759623806
omega3,Within person,P037,7.0,,0.11692288221643343,-0.10144486503697478
omega3,Within person,P037,8.0,,0.4412786555229118,0.654703837252227
omega3,Within person,P038,1.0,,-0.7458980594781389,0.3324507955878527
omega3,Within person,P038,2.0,,1.0158101207022407,0.6560306452400143
omega3,Within person,P038,3.0,,-1.0217688943514487,0.6923132981497447
omega3,Within person,P038,4.0,,-0.274354895054328,-0.4211898960400319
omega3,Within person,P038,5.0,,-0.7352411174679151,-0.22445790868610083
omega3,Within person,P038,6.0,,0.5173904317298519,0.7745094012552917
omega3,Within person,P038,7.0,,-0.21216650856900554,-1.7169745519127981
omega3,Within person,P038,8.0,,1.4562289224887437,-0.09268178359397228
omega3,Within person,P039,1.0,,0.9045677350457667,-1.2689317404392209
omega3,Within person,P039,2.0,,-1.587368172242134,0.4430070979925836
omega3,Within person,P039,3.0,,0.2440413476549369,0.49033796954001857
omega3,Within person,P039,4.0,,0.20488031594318418,-0.06791600467687028
omega3,Within person,P039,5.0,,0.39806240109583446,-0.07658917645172349
omega3,Within person,P039,6.0,,1.4167850725900797,-0.2547824603981494
omega3,Within person,P039,7.0,,-0.8050835910960376,0.45548879310639206
omega3,Within person,P039,8.0,,-0.7758851089916302,0.27938552132696964
omega3,Within person,P040,1.0,,0.16708162113673178,-1.4162708029009135
omega3,Within person,P040,2.0,,-1.2565770702385488,0.253113163749851
omega3,Within person,P040,3.0,,0.04268513331132673,0.1894250132853781
omega3,Within person,P040,4.0,,-1.0209304176548009,0.21769735665053155
omega3,Within person,P040,5.0,,-0.9983116539117051,0.16557999221363778
omega3,Within person,P040,6.0,,0.11299521338168453,0.7106141866294484
omega3,Within person,P040,7.0,,1.068328755849785,-0.458809584246215
omega3,Within person,P040,8.0,,1.8847284181255266,0.33865067461828163
omega3,Within person,P041,1.0,,-0.9120202252478726,-0.992018217785684
omega3,Within person,P041,2.0,,0.21149669904081625,0.2480729505202777
omega3,Within person,P041,3.0,,0.19769489350093128,0.4027339130660886
omega3,Within person,P041,4.0,,1.078062184133692,-0.029267100092596886
omega3,Within person,P041,5.0,,0.7695957838105769,-0.20179893399367238
omega3,Within person,P041,6.0,,-0.3511635050429362,0.25731236638862715
omega3,Within person,P041,7.0,,-1.5457347600652953,-0.01911684441887574
omega3,Within person,P041,8.0,,0.5520689298700876,0.33408186631583553
omega3,Within person,P042,1.0,,0.4992584025807133,-0.2836556300513968
omega3,Within person,P042,2.0,,-0.33113103016680645,1.0023938326641866
omega3,Within person,P042,3.0,,0.018970981887710625,0.18832048519114425
omega3,Within person,P042,4.0,,-0.5709643174412227,0.36562765487042975
omega3,Within person,P042,5.0,,-0.011219834011861662,-0.45222149431475067
omega3,Within person,P042,6.0,,-0.4073355310684701,1.4743278858165256
omega3,Within person,P042,7.0,,0.023852779776171396,-3.7139732699348813
omega3,Within person,P042,8.0,,0.7785685484437654,1.4191805357587421
omega3,Within person,P043,1.0,,0.6061496688595854,-0.9199523286077064
omega3,Within person,P043,2.0,,0.7964673064326254,0.4335010751190299
omega3,Within person,P043,3.0,,-0.9207149230806384,0.10705774064126086
omega3,Within person,P043,4.0,,-0.4819020522115724,0.3793935128474156
omega3,Within person,P044,1.0,,0.16065246661675087,0.5075334420161834
omega3,Within person,P044,2.0,,0.423042966871389,0.6891982734525701
omega3,Within person,P044,3.0,,-0.5836954334881399,-1.196731715468754
omega3,Within person,P045,1.0,,-1.756862986357117,-3.15413750765836
omega3,Within person,P045,2.0,,-0.36816787044802135,-0.8967575298512446
omega3,Within person,P045,3.0,,1.0009091622274662,-0.8020296918011184
omega3,Within person,P045,4.0,,-0.0690653136577591,1.2866379900350442
omega3,Within person,P045,5.0,,0.681283707860451,1.214492813783468
omega3,Within person,P045,6.0,,0.5181500748153249,1.3502084264570902
omega3,Within person,P045,7.0,,-0.006246774440344535,1.0015854990351207
omega3,Within person,P046,1.0,,-0.24527595778960204,0.3008493501640249
omega3,Within person,P046,2.0,,-0.04924908666640038,0.43914451610244765
omega3,Within person,P046,3.0,,-1.2816208240294675,-1.4929785703703466
omega3,Within person,P046,4.0,,0.506217780381937,-0.05461160602679349
omega3,Within person,P046,5.0,,-0.787212825925317,0.1434781960347096
omega3,Within person,P046,6.0,,0.9876714480078896,0.33443888217121714
omega3,Within person,P046,7.0,,0.6250615934996269,-0.05038792085523158
omega3,Within person,P046,8.0,,0.244407872521333,0.3800671527799725
omega3,Within person,P047,1.0,,0.1267619139990508,-0.2911990212778402
omega3,Within person,P047,2.0,,-0.34232785458767423,-0.5322303685697687
omega3,Within person,P047,3.0,,-0.6170566718576058,0.39731438487282444
omega3,Within person,P047,4.0,,-0.06790517094149062,-0.06271286466120157
omega3,Within person,P047,5.0,,0.7278155623010447,0.7687669112435547
omega3,Within person,P047,6.0,,0.08858072489450386,-0.818339066116222
omega3,Within person,P047,7.0,,0.5126379175733795,0.6143665687069612
omega3,Within person,P047,8.0,,-0.4285064213812082,-0.07596654419830778
omega3,Within person,P048,1.0,,-1.6109155679545784,-1.2679389947861965
omega3,Within person,P048,2.0,,-0.3679446272055037,-0.0056899714079527985
omega3,Within person,P048,3.0,,-0.5789048067137292,0.5801350419352301
omega3,Within person,P048,4.0,,0.7872820074627497,1.215373415884212
omega3,Within person,P048,5.0,,0.7434520427662853,-0.22201188281051332
omega3,Within person,P048,6.0,,0.06152834294769911,0.05744030489711016
omega3,Within person,P048,7.0,,0.342346189015936,-0.5030929901963543
omega3,Within person,P048,8.0,,0.6231564196811413,0.14578507648446548
omega3,Within person,P049,1.0,,0.24294558408512062,0.3199148715056135
omega3,Within person,P049,2.0,,-0.24294558408512068,-0.31991487150561354
omega3,Within person,P050,1.0,,-1.173289341664824,-0.5837093657589015
